transgenic_line,neurotransmitter,reporter_status,dendrite_type,layer,threshold_v_noise,threshold_i_noise,peak_v_noise,peak_i_noise,trough_v_noise,trough_i_noise,upstroke_noise,upstroke_v_noise,downstroke_noise,downstroke_v_noise,fast_trough_v_noise,fast_trough_i_noise,width_noise,upstroke_downstroke_ratio_noise,f_i_curve_slope,fast_trough_v_long_square,fast_trough_v_ramp,fast_trough_v_short_square,input_resistance_mohm,latency,peak_v_long_square,peak_v_ramp,peak_v_short_square,ri,sag,seal_gohm,tau,threshold_i_long_square,threshold_i_ramp,threshold_i_short_square,threshold_v_long_square,threshold_v_ramp,threshold_v_short_square,trough_v_long_square,trough_v_ramp,trough_v_short_square,upstroke_downstroke_ratio_long_square,upstroke_downstroke_ratio_ramp,upstroke_downstroke_ratio_short_square,vm_for_sag,vrest,file_name
Htr3a+|Vip-,GABAergic,positive,aspiny,L2/L3,-37.81613541,108.168602,18.3343029,107.7761612,-60.086483,86.65697479,216.5487213,-13.4941864,-46.45198417,-8.0007267,-54.7376442,101.6133728,0.001310698,4.674142649,0.12191358,-56.03125381,-46.46875254,-49.05625153,127.308264,0.06136,19.00000191,37.22916921,23.47500076,149.6874988,0.025155352,1.410940928,13.15922184,70,101.875,650,-38.03125,-35.02083333,-33.73750229,-61.03125381,-54.36458715,-64.92500153,4.49609151,4.414573535,2.915899835,-80.875,-64.6341629,564438523_44
Glutamatergic,Glutamatergic,positive,spiny,L4,-39.25168991,252.0168915,38.00084305,251.6199341,-54.86317444,196.9695892,360.5179708,-0.299831063,-83.50834553,11.69425678,-49.39949417,240.1706085,0.000904054,4.329665873,0.257843149,-50.40625,-51.02083588,-52.73750305,225.165888,0.02762,42.25000381,43.17708588,46.4875,162.6562029,0.008515546,1.383085952,17.96684937,130,54.83333333,610,-39.59375381,-37.25000127,-48.50625229,-54.59375381,-58.59375381,-76.06250305,4.14659622,3.950186614,4.298971251,-93.5,-75.23552704,500859045_50
Glutamatergic,Glutamatergic,positive,spiny,L4,-40.58911896,279.4629517,39.25810242,279.8148193,-56.81713104,191.8287048,373.9753014,3.083333254,-109.5859129,11.60069466,-49.89120483,276.3101807,0.000737778,3.447270691,0.112648815,-50.03125381,-50.91666921,-53.11875153,290.013408,0.036305,42.4375,44.85416794,45.62500229,197.8124529,0.026004799,1.380983808,29.13573664,110,79.58333333,690,-37.9375,-35.5,-48.05000076,-53.93750381,-55.96875,-75.775,3.293241181,3.175558738,3.606930296,-97.06250763,-75.01185608,367567889_56
Glutamatergic,Glutamatergic,negative,spiny,L5,-35.41427231,370.033783,35.20903778,368.8682556,-49.21368408,288.8344727,291.0928543,1.962837815,-87.75684759,15.48690891,-43.55954361,354.0388489,0.000841486,3.348173711,0.168939386,-43.50000381,-46.60417048,-52.61250153,138.625328,0.04128,41.40625,42.8125,40.90000076,113.2813245,0.164126828,2.89088384,13.4291785,209.9999847,103.25,969.999939,-36.03125,-38.06250381,-45.40000305,-52.62500381,-56.26042048,-70.41875458,3.941549305,3.61017106,3.342980673,-81.65625763,-69.30534363,486111903_63
Pvalb+,GABAergic,positive,aspiny,L2/L3,-34.12044907,205.9612274,19.08109093,205.6977844,-45.29252243,166.2484131,226.2981593,-8.366495132,-68.76679425,-1.011669278,-43.03006363,196.6463623,0.00084443,3.315950367,0.23997749,-45.40625381,-44.53125254,-53.01953363,171.228576,0.59416,16,13.28125,26.83203173,142.4999982,0.00815309,1.190244352,6.718026496,130,124.2916616,270,-34.28125,-32.9895846,-39.07422113,-46.56250381,-46.09375127,-60.31250334,2.616774809,2.422053211,2.777897411,-75.34375,-59.75691605,581058864_53
Pvalb+,GABAergic,positive,aspiny,L4,-48.12034988,687.2432861,4.900533676,688.4001465,-64.08422089,687.5748291,275.7328534,-16.82961082,-223.2170217,-17.90964127,-63.95701218,688.2524414,0.000374689,1.237446741,1.221731165,-65.81250763,-62.03125254,-68.77500153,104.088008,0.00972,4.625,9.718750318,16.10625057,56.71875179,0.093613498,1.480717568,4.878489194,440,452.2499797,810.000061,-46.15625381,-38.46875254,-54.21875305,-65.93750763,-62.13542048,-83.53125763,1.120507599,1.187632683,1.252613964,-90.46875763,-83.22766113,491038812_67
Vip+,GABAergic,positive,aspiny,L4,-30.35617447,212.4307251,21.48908043,211.1400604,-43.51430893,156.0150604,172.6547698,-7.532002926,-60.26704579,4.610316277,-39.19051361,201.2650604,0.001028916,2.787674006,0.00770548,-49.34375381,-41.7395846,-54.04687881,207.158352,0.01248,38.03125,24.67708397,40.86718893,167.3438251,0.031657651,1.403666944,13.00202865,130,155.8333333,390,-37.28125381,-27.25000127,-41.67578268,-50.84375381,-41.9270846,-68.79687691,3.363449118,1.90671585,3.26674447,-85.375,-68.01154327,575774870_58
Sst+,GABAergic,positive,aspiny,L4,-40.45949173,177.9444427,10.5879631,177.5740814,-55.11458206,136.3240814,196.43056,-7.363425732,-162.7671664,-11.28240776,-52.37036896,175.9583282,0.000497037,1.185601591,0.065997437,-55.5,-53.90625,-59.92708397,190.409872,0.02923,18.75,22.01041794,25.69270865,143.749997,0.083047777,1.163702144,17.67478487,90,146.4166667,550,-43.65625381,-37.45833333,-47.64062564,-55.65625,-54.03125127,-71.50520833,1.396525059,1.202033898,1.338504059,-91.375,-70.99865723,329241587_43
Pvalb+,GABAergic,positive,aspiny,L2/L3,-38.91165924,131.5812531,29.51622581,131.8413391,-59.03064728,131.1187439,437.242547,-3.435096264,-346.3578248,2.709374905,-58.87668228,131.9673004,0.000321769,1.262544338,1.352736404,-59.40625381,-53.59375381,-60.06250286,287.490688,0.01206,31.34375,18.56250159,37.26562691,199.687615,0.012247547,1.95359744,9.224536155,80,129.0000025,280,-36.18750381,-31.08333588,-44.57031536,-59.40625381,-53.67708588,-68.23437881,1.22934307,1.087007434,1.278137201,-86.46875763,-67.52693939,585948651_52
Pvalb+,GABAergic,positive,aspiny,L4,-41.26834488,705.9713745,7.233971596,706.949585,-60.13059616,705.0169067,220.7672436,-10.81925392,-202.4542418,-15.50090694,-60.00776291,706.8284302,0.00043475,1.085957841,0.522965277,-66.43750763,-55.84375191,-66.63125153,115.558864,0.006585,17.875,1.843750179,20.54375038,86.56238765,0.027223431,2.032526848,5.770985656,410,377.4375,460,-47.28125381,-32.50000191,-48.63125153,-66.5625,-55.90625191,-70.89375153,1.223586531,0.90305675,1.255724405,-80.09375763,-70.41893005,487640196_63
Htr3a+|Vip-,GABAergic,positive,aspiny,L1,-33.37703705,298.8206482,19.48658371,298.3627625,-45.42272568,252.5876312,217.6596807,-8.854449272,-65.34969339,-1.544157624,-42.87652969,287.7798767,0.000936848,3.416605215,0.480000013,-47.43750381,-46.39583588,-56.98125305,191.749056,0.01428,25,23.31250064,27.56250114,134.8438263,0.029412949,1.16779456,9.042324495,190,165.5,700,-31.59375191,-33.03125,-35.48125229,-48.06250381,-48.10416794,-73.2375,2.780687674,3.089430459,2.601046166,-88.53125763,-72.88573456,527089085_46
Glutamatergic,Glutamatergic,positive,spiny,L5,-35.65509415,246.8009186,36.47106552,246.0416718,-52.57754517,171.652771,334.7315937,-2.336805582,-124.7095153,9.674768448,-46.59027863,241.277771,0.000664444,2.681381905,0.221153846,-46.15625,-48.25000381,-53.25000127,165.873248,0.034375,38.56250381,41.95833333,39.7083346,158.0358148,0.06839224,1.025325696,17.82731804,130,130.4166641,690,-33.37500381,-36.3125,-46.0833346,-52.43750381,-53.89583333,-72.02083588,2.722549065,2.655196534,3.020342832,-87.40625763,-71.47735596,329554301_52
Htr3a+|Vip-,GABAergic,positive,aspiny,L1,-36.99795151,176.6178284,19.12909889,176.5266418,-50.01152802,144.5686493,225.8827335,-8.406762123,-72.6810263,-1.066854477,-46.91547012,168.9979553,0.000864262,3.157989227,0.340848234,-48.96875,-49.15625254,-51.34375153,291.213024,0.01168,21.5,23.94791667,26.95625153,250.4687011,0.076309815,1.459531136,10.63055745,110,130.7500025,390,-36.6875,-36.35416794,-42.13750229,-52.34375381,-52.47916921,-72.43125458,2.717109141,2.526602226,2.358212527,-96.78125,-71.8065567,526939383_43
Glutamatergic,Glutamatergic,positive,spiny,L5,-36.13214111,117.5321426,35.65000153,117.1357117,-53.16607285,96.25357056,291.8114283,1.433035731,-92.38508479,14.55089283,-48.28125,112.2642822,0.000849429,3.154220767,0.252310924,-49,-47.03125,-53.33333524,437.222848,0.029715,35.84375381,36.14583333,42.70312564,144.6875334,0.010155126,3.37957376,16.59312222,70,79.70833333,380,-34.6875,-33.625,-46.8697923,-53.28125,-52.59375127,-62.140625,3.09143554,3.067999855,3.928893949,-78.96875,-61.42612076,323777372_70
Pvalb+,GABAergic,positive,aspiny,L6b,-35.49196243,139.4452362,28.15833282,139.2440491,-54.82172775,116.4916687,335.6609519,-1.498214245,-117.4428515,11.50982189,-50.66696548,135.5381012,0.000602095,2.863781224,0.289172241,-50.71875,-48.29166921,-55.27344084,271.721536,0.0757,27.50000191,23.58333397,36.64453316,179.9999923,0.035242643,2.839329792,14.68517687,90,95.16666667,489.9999695,-31.8125,-29.53125064,-40.00390673,-55.09375381,-52.94791794,-73.20312595,2.614850474,2.369513889,2.178927995,-92.65625763,-72.43212128,554454165_52
Glutamatergic,Glutamatergic,positive,spiny,L5,-41.71875,136.1614532,36.45442581,135.9947968,-62.33073044,90.83853912,365.6770151,-8.171875,-95.69052862,12.33072948,-52.27734375,131.9895782,0.000845833,3.82362722,0.13589404,-52.46875381,-52.16667048,-55.87500153,184.994368,0.05102,37.875,34.58333333,35.46875153,184.8438233,0.137442619,2.096248576,22.95216819,70,79.375,780,-41.46875,-40.12500254,-47.43125076,-63.3125,-60.16667048,-77.07500153,4.039118339,3.506210885,3.540051328,-94.50000763,-76.53623962,502887600_44
Glutamatergic,Glutamatergic,positive,spiny,L4,-41.4017868,92.05357361,42.61606979,91.73213959,-59.6919632,66.4732132,405.7683531,0.879464269,-116.9683349,15.18303585,-50.0758934,89.44642639,0.000761786,3.468046682,0.233664021,-48.87500381,-47.41666921,-50.14843941,296.814144,0.06385,46.37500381,45.82292048,43.81250381,241.406247,0.01524764,2.310891008,27.53307814,50,50.79166667,750,-41.09375,-38.46875381,-47.85937691,-55.87500381,-53.71875127,-79.74219131,4.027633222,4.000392598,3.99639218,-98.37500763,-78.1602478,480778441_49
Glutamatergic,Glutamatergic,positive,spiny,L6b,-32.72966385,75.75595093,24.62797546,75.46230316,-46.30605316,62.25992203,192.3007763,-4.179067612,-81.63834727,6.437004089,-40.71627045,74.57539368,0.000802381,2.352885641,0.269510582,-45.12500381,-45.94791667,-54.32031536,144.937296,0.042005,28.28125191,30.9270846,33.75000191,206.7186683,0.215651631,2.329866752,22.64241927,50,39,360,-31.96875,-34.93750254,-43.31250381,-48.25,-50.14583588,-62.15625191,2.318318112,2.352338542,2.622991299,-86.46875763,-61.26511383,490259892_41
Glutamatergic,Glutamatergic,positive,spiny,L6b,-39.0982132,80.94642639,41.52083206,80.29762268,-53.74851227,63.86606979,294.1494077,3.100446463,-101.302416,12.83556557,-46.96800613,75.08036041,0.000895714,2.902774883,0.185,-51.90625381,-51.91666921,-56.08750381,181.728032,0.0274,45.875,48.98958588,45.64375153,210.9375745,0.095608257,1.017460608,25.90218737,50,36.83333206,370,-41.03125381,-41.21875127,-46.38750076,-56.40625381,-56.62500254,-63.96250305,3.330129937,3.343393109,3.095415565,-86.96875763,-61.85059357,503517607_43
Glutamatergic,Glutamatergic,positive,spiny,L5,-38.73252106,126.4088974,40.46981049,125.9131393,-51.76377106,103.1355896,351.1858216,0.010593224,-109.5164863,9.882945061,-46.20762634,123.3347473,0.000771271,3.212036779,0.244488198,-49.03125381,-49.1458346,-52.46875286,190.287488,0.035225,44.62500381,48.12500381,45.28125381,144.0625042,0.268266767,2.027027328,15.33901029,80,74.04166412,610,-40.28125,-38.9895846,-45.60937786,-56.0625,-52.83333715,-70.67187691,3.487962939,3.66351348,3.471412728,-84.96875,-68.83670807,490733962_52
Pvalb+,GABAergic,positive,aspiny,L6b,-44.61991501,477.2569885,12.37280273,478.5242615,-59.81502151,478.6777344,298.2819973,-12.72485352,-233.6364248,-9.515706062,-59.71337891,479.6209412,0.000387214,1.275848353,1.330946432,-61.59375381,-61.12500286,-63.74653117,130.674352,0.007,13.12500095,21.33593893,17.27777841,90.78121185,0.010696698,1.691679232,8.133135611,310,234.8124886,469.9999695,-38.87500381,-41.55468941,-50.84722434,-61.65625,-61.24219036,-72.82291667,1.164883786,1.247565542,1.351357412,-82.90625,-72.32462311,569723405_70
Sst+,GABAergic,positive,aspiny,L4,-35.95471573,421.519928,17.31753922,422.1832886,-56.1846199,421.0537415,298.9555138,-8.056681633,-232.5561114,-6.098548412,-56.05314255,422.3210144,0.000397812,1.285630633,0.71711152,-55.03125,-56.02083588,-60.51562881,178.971472,0.0157,10.3125,18.5208346,26.89843893,103.1251103,0.061128642,1.536728704,8.126993333,280,233.8750051,560,-29.65625191,-30.69791857,-44.11718941,-55.15625381,-56.10416921,-71.13281441,1.043229858,1.134588256,1.3100279,-79.78125763,-69.51996613,565462089_64
Glutamatergic,Glutamatergic,positive,spiny,L5,-40.828125,74.76041412,49.05208206,74.19791412,-56.10676956,48.36458206,368.9183741,1.828125,-85.98986872,20.58072853,-48.03645706,71.29166412,0.000996667,4.29156033,0.228571429,-47.50000381,-47.06250381,-50.61250229,229.339408,0.03192,51.06250381,51.14583715,49.71250153,214.8437053,0.101807989,1.287378432,22.79152182,50,41.125,479.9999695,-40.25000381,-38.63541667,-44.89375076,-53.37500381,-53.96875381,-66.61875458,5.16082726,4.874392477,4.845400568,-89.40625,-66.26879883,557242105_49
Htr3a+|Vip-,GABAergic,positive,aspiny,L1,-48.18968201,128.3165894,22.13496208,128.3089447,-53.15897751,105.255455,254.6257736,-8.814546585,-69.79301524,1.814274073,-48.93340683,121.4317703,0.000919825,3.744916205,0.364122682,-49.125,-47.27083588,-51.68750381,250.302896,0.03112,26.4375,28.71875191,27.59375064,222.7679938,0.010201514,1.046494912,12.37153165,90,79.95833333,400,-40.21875,-39.68750254,-40.85417048,-50.78125381,-50.61458715,-67.38541921,3.075036976,3.447728388,2.557019682,-89.3125,-66.33461761,569407114_39
Sst+,GABAergic,positive,aspiny,L4,-42.71154022,10.58653831,22.63461494,10.47115421,-57.00240326,8.403845787,310.2036423,-11.44471169,-130.9228731,-13.47596169,-55.50480652,10.125,0.000625,2.368149475,0.494262304,-58.75000381,-58.31250381,-59.04687691,299.770752,0.012765,26.93750191,22.83333397,20.25,570.3124404,0.07333602,1.126724096,43.14559134,15.00000095,18.91666667,270,-45.50000381,-45.78125254,-44.109375,-58.87500381,-58.92708715,-62.65625572,2.477737982,2.445493332,2.402829978,-80.4375,-61.28596497,490278904_39
Htr3a+|Vip-,GABAergic,positive,aspiny,L2/L3,-39.37665939,390.9026489,17.73451233,390.754425,-53.28069687,321.7356262,244.0998609,-9.370298386,-57.18447058,-6.649336338,-49.90293121,367.6194763,0.000944956,4.321220533,0.257084544,-52.40625,-49.7395846,-58.56250381,153.942848,0.10944,13.87500095,17.87500191,28.96875191,103.7499979,0.064311139,1.137006592,8.572176388,239.9999847,209.75,780,-35.78125381,-36.69791667,-44.1875,-54,-53.05208715,-76.40625763,3.78736398,3.863806499,2.875603614,-88.15625,-75.74038696,579611597_67
Htr3a+|Vip-,GABAergic,positive,aspiny,L6a,-36.72682571,183.1095581,22.89712143,182.5856781,-51.82057571,152.6151733,312.5752826,-9.596910477,-97.21363271,-0.8820225,-48.99543381,177.030899,0.000674382,3.225642149,0.331679408,-53.125,-53.07291921,-62.75390863,181.899008,0.06694,26.50000191,29.45833524,27.90625143,169.5312411,0.060282569,2.041700608,10.46467909,110,100.5,460,-37.09375,-35.93750127,-40.45312643,-55.59375,-56.06250254,-70.17968941,3.006852844,3.061309337,2.276716541,-87.59375763,-68.87374878,574993444_55
Glutamatergic,Glutamatergic,positive,spiny,L4,-39.40816498,568.1989746,26.37372398,568.4974365,-55.1294632,426.8877563,336.8795259,-7.390305996,-86.15407028,9.444515228,-51.25637817,544.3571167,0.000791531,3.956375747,0.094530431,-50.18750381,-51.15625254,-55.35156631,165.662592,0.03129,30.03125,33.43750127,35.65625286,144.5313245,0.04236858,1.596113024,20.75806255,290,142.5833359,207.5,-34.65625381,-34.01041667,-50.19531631,-51.62500381,-55.32291921,-75.19531441,3.758079438,3.30842489,3.694207017,-89.96875763,-74.23156738,484564503_63
Htr3a+|Vip-,GABAergic,positive,aspiny,L5,-32.34369278,470.9235229,9.609984398,471.4698486,-49.44957733,467.7287292,280.5342298,-10.55252647,-198.9617591,-8.388519287,-49.21902847,471.4831543,0.000331312,1.410210364,0.683258877,-54.81250381,-56.70833715,-60.85156536,110.670464,0.01356,11.81250095,20.96875127,24.28125191,78.43746245,0.017971577,2.08652928,5.404290431,310,280.1666667,585,-31.5,-30.5520846,-43.68750191,-54.90625381,-56.81250381,-78.71875381,1.278461604,1.191747458,1.38475791,-87.37500763,-78.48374939,481136138_55
Pvalb+,GABAergic,positive,aspiny,L2/L3,-42.42811966,605.1730347,17.32520294,606.0563965,-63.13218307,604.5705566,356.7991952,-8.873552322,-278.1676605,-11.3392477,-62.97024918,606.6138306,0.000348233,1.284725249,0.903794795,-62.375,-60.72916794,-65.50625458,115.145696,0.07127,8.125000954,19.21875191,26.67500153,71.87511772,0.023293292,1.992538112,5.573684652,390,364.958313,880,-34.75000381,-34.87500381,-48.73750229,-62.5,-60.84375254,-82.05625305,1.055817992,1.220771089,1.316258824,-88.96875,-80.80732727,488501071_62
Glutamatergic,Glutamatergic,positive,spiny,L5,-38.72000122,182.0574951,41.31937408,182.0650024,-53.18875122,139.5449982,381.243362,-3.017499924,-124.4785398,8.256250381,-43.16687393,180.2899933,0.0006936,3.062153234,0.164200007,-44.15625381,-46.94791921,-51.296875,112.789688,0.04832,46.53125381,49.9583346,50.03125191,121.0936755,0.122903131,1.794590848,17.05964393,110,114.8333308,880,-39.71875,-38.98958715,-45.92187691,-55.03125,-55.46875254,-71.015625,3.831966785,3.832754856,3.610056747,-82.625,-69.48493195,589128508_55
Glutamatergic,Glutamatergic,positive,spiny,L5,-32.46969604,187.6628723,26.73484802,186.8863678,-52.22348404,136.515152,233.6026785,-2.82007575,-98.30307113,8.084280014,-38.84659195,181.2234802,0.00064697,2.376516552,0.153571435,-39,-42.33333588,-44.91875305,139.138,0.046585,22.0625,31.04166667,20.90625114,189.6875352,0.146253288,1.908806272,17.77378559,110,135.8333333,939.999939,-30.90625,-33.26041667,-31.06875114,-50.90625381,-52.19791794,-75.74375305,2.517406966,2.059022918,2.201327863,-95.65625,-75.40810394,476550499_57
Htr3a+|Vip-,GABAergic,positive,aspiny,L4,-32.58198547,77.19117737,22.04669189,76.13970947,-46.700737,59.89706039,138.9037825,-9.736764908,-48.63771691,4.402205944,-43.21029282,72.68382263,0.001337412,2.773198765,0.116949153,-51.56250381,-45.81250127,-56.16875229,465.916928,0.01592,32.125,27.4270846,35.38750153,299.531281,0.104878627,1.231910144,20.72360324,50,40,300,-40.81250381,-34.10417048,-43.40000381,-52.21875381,-46.87500127,-68.84375458,4.221440732,2.856950002,3.961055462,-99.75000763,-69.84970093,574968354_39
Glutamatergic,Glutamatergic,positive,spiny,L4,-34.52734375,79.77734375,43.20996094,79.3671875,-56.25390625,65.40625,376.6357281,0.919921935,-95.86199933,19.37207031,-48.92480469,74.8671875,0.00086625,3.930172365,0.223913043,-48.5625,-50.25000254,-55.53750305,321.108416,0.04022,44.125,45.29166921,43.56250305,217.1876878,0.052309755,1.260003584,25.8783158,50,37.95833333,600,-33.68750381,-35.84375254,-44.68125153,-56.46875,-58.15625127,-69.51250458,3.804789532,3.964111484,4.17296804,-90.46875763,-70.78517151,502999078_38
Glutamatergic,Glutamatergic,positive,spiny,L6a,-43.17282104,76.55492401,30.97916603,76.1193161,-52.30965805,62.01515198,223.6243967,-5.590435505,-61.86854391,8.726799011,-47.19412994,71.77651215,0.001249394,3.643824467,0.278333333,-51.50000381,-50.37500127,-51.73958588,190.132208,0.02666,42.56250381,46.4583346,41.1458346,150.1563638,0.08699277,1.135337728,10.19860559,50,50.33333333,300,-46.00000381,-45.46875254,-47.0208346,-55.84375,-54.29166921,-66.31250254,4.04313819,4.365223181,4.138719924,-83.9375,-66.09661865,526951157_35
Pvalb+,GABAergic,positive,aspiny,L6a,-35.11478424,236.4711609,12.76622581,235.9399109,-51.08774185,188.5048065,196.0443421,-13.77523994,-54.55327945,-4.501202106,-47.59314728,219.8990326,0.001006538,3.615494136,0.204037273,-51.125,-51.19791921,-63.46875381,178.153936,0.19982,11.31250095,16.51041667,14.87500119,150.6250054,0.020873465,1.533030656,8.413394444,150,130.4166667,570,-33.59375,-35.46875127,-38.41406345,-54.12500381,-54.83333715,-74.35937881,2.955254706,3.086898707,2.427816527,-90.15625763,-73.65138245,561519381_54
Glutamatergic,Glutamatergic,positive,spiny,L4,-42.44240189,203.0490265,39.78615189,203.1372528,-56.28799057,156.7451019,393.7226134,0.645833313,-117.8673782,13.89338207,-48.65992737,200.9044189,0.000705294,3.343986464,0.250221268,-50.03125381,-49.23958588,-51.84896088,215.524288,0.045005,42.90625,45.26041794,44.11458524,135.4688704,0.020898554,1.936261376,19.84079239,110,76.41666667,790,-41.65625381,-39.28125127,-48.31771088,-55.1875,-55.60416794,-80.76562881,3.591544022,3.695673503,3.897174005,-95.53125763,-80.2579422,485889190_58
Htr3a+|Vip-,GABAergic,positive,aspiny,L1,-41.17797852,170.7900391,7.6328125,170.2314453,-53.81225586,135.3085938,168.960682,-23.3828125,-56.84006845,-9.988525391,-50.81591797,160.1542969,0.001066563,2.998300352,0.320212766,-55.65625381,-53.25000254,-57.40625254,264.563584,0.01298,22.75000191,22.79166857,29.5520846,205.1561773,0.085873388,2.309867008,12.22593922,90,125.0833359,400,-39.5,-34.16666921,-42.78125127,-56.81250381,-54.86458588,-71.67708588,2.568432825,2.218180898,2.640357278,-93.03125763,-70.99887848,593321019_43
